inventory_id,date_key,product_id,facility_id,stock_level,safety_stock_level,reorder_point,Safety_Status,Reorder_Status
508,334,10,4,102,49,88,Safe,Sufficient Stock
509,334,10,5,104,49,88,Safe,Sufficient Stock
510,334,10,6,53,49,88,Warning,Overdue / Order Now
511,334,11,4,117,56,99,Safe,Sufficient Stock
512,334,11,5,99,56,99,Safe,Reorder Point Reached
513,334,11,6,126,56,99,Safe,Sufficient Stock
514,334,12,4,27,20,34,Safe,Overdue / Order Now
515,334,12,5,42,20,34,Safe,Sufficient Stock
516,334,12,6,37,20,34,Safe,Sufficient Stock
517,334,13,4,61,43,59,Safe,Sufficient Stock
518,334,13,5,78,43,59,Safe,Sufficient Stock
519,334,13,6,95,43,59,Safe,Sufficient Stock
520,334,14,4,31,24,43,Safe,Overdue / Order Now
521,334,14,5,46,24,43,Safe,Sufficient Stock
522,334,14,6,54,24,43,Safe,Sufficient Stock
523,334,15,4,291,176,330,Safe,Overdue / Order Now
524,334,15,5,193,176,330,Warning,Overdue / Order Now
525,334,15,6,397,176,330,Safe,Sufficient Stock
526,334,16,4,160,117,218,Safe,Overdue / Order Now
527,334,16,5,179,117,218,Safe,Overdue / Order Now
528,334,16,6,222,117,218,Safe,Sufficient Stock
529,365,1,4,408,166,309,Safe,Sufficient Stock
530,365,1,5,369,166,309,Safe,Sufficient Stock
531,365,1,6,251,166,309,Safe,Overdue / Order Now
532,365,2,4,378,218,387,Safe,Overdue / Order Now
533,365,2,5,299,218,387,Safe,Overdue / Order Now
534,365,2,6,501,218,387,Safe,Sufficient Stock
535,365,3,4,286,147,190,Safe,Sufficient Stock
536,365,3,5,223,147,190,Safe,Sufficient Stock
537,365,3,6,123,147,190,Critical,Overdue / Order Now
538,365,4,4,58,47,60,Safe,Overdue / Order Now
539,365,4,5,93,47,60,Safe,Sufficient Stock
540,365,4,6,96,47,60,Safe,Sufficient Stock
541,365,5,4,192,102,216,Safe,Overdue / Order Now
542,365,5,5,255,102,216,Safe,Sufficient Stock
543,365,5,6,182,102,216,Safe,Overdue / Order Now
544,365,6,4,466,248,370,Safe,Sufficient Stock
545,365,6,5,339,248,370,Safe,Overdue / Order Now
546,365,6,6,454,248,370,Safe,Sufficient Stock
547,365,7,4,93,34,79,Safe,Sufficient Stock
548,365,7,5,51,34,79,Safe,Overdue / Order Now
549,365,7,6,71,34,79,Safe,Overdue / Order Now
550,365,8,4,165,82,134,Safe,Sufficient Stock
551,365,8,5,79,82,134,Critical,Overdue / Order Now
552,365,8,6,126,82,134,Safe,Overdue / Order Now
553,365,9,4,229,93,184,Safe,Sufficient Stock
554,365,9,5,173,93,184,Safe,Overdue / Order Now
555,365,9,6,111,93,184,Safe,Overdue / Order Now
556,365,10,4,44,33,52,Safe,Overdue / Order Now
557,365,10,5,83,33,52,Safe,Sufficient Stock
558,365,10,6,50,33,52,Safe,Overdue / Order Now
559,365,11,4,74,42,87,Safe,Overdue / Order Now
560,365,11,5,93,42,87,Safe,Sufficient Stock
561,365,11,6,103,42,87,Safe,Sufficient Stock
562,365,12,4,27,22,53,Safe,Overdue / Order Now
563,365,12,5,44,22,53,Safe,Overdue / Order Now
564,365,12,6,41,22,53,Safe,Overdue / Order Now
565,365,13,4,76,30,52,Safe,Sufficient Stock
566,365,13,5,56,30,52,Safe,Sufficient Stock
567,365,13,6,67,30,52,Safe,Sufficient Stock
568,365,14,4,49,30,49,Safe,Reorder Point Reached
569,365,14,5,59,30,49,Safe,Sufficient Stock
570,365,14,6,56,30,49,Safe,Sufficient Stock
571,365,15,4,553,307,552,Safe,Sufficient Stock
572,365,15,5,777,307,552,Safe,Sufficient Stock
573,365,15,6,668,307,552,Safe,Sufficient Stock
574,365,16,4,271,144,270,Safe,Sufficient Stock
575,365,16,5,269,144,270,Safe,Overdue / Order Now
576,365,16,6,347,144,270,Safe,Sufficient Stock
577,396,1,4,107,68,86,Safe,Sufficient Stock
578,396,1,5,110,68,86,Safe,Sufficient Stock
579,396,1,6,110,68,86,Safe,Sufficient Stock
580,396,2,4,223,118,148,Safe,Sufficient Stock
581,396,2,5,212,118,148,Safe,Sufficient Stock
582,396,2,6,171,118,148,Safe,Sufficient Stock
583,396,3,4,88,45,113,Safe,Overdue / Order Now
584,396,3,5,72,45,113,Safe,Overdue / Order Now
585,396,3,6,74,45,113,Safe,Overdue / Order Now
586,396,4,4,188,124,247,Safe,Overdue / Order Now
587,396,4,5,224,124,247,Safe,Overdue / Order Now
588,396,4,6,239,124,247,Safe,Overdue / Order Now
589,396,5,4,284,118,153,Safe,Sufficient Stock
590,396,5,5,290,118,153,Safe,Sufficient Stock
591,396,5,6,145,118,153,Safe,Overdue / Order Now
592,396,6,4,162,96,160,Safe,Sufficient Stock
593,396,6,5,125,96,160,Safe,Overdue / Order Now
594,396,6,6,127,96,160,Safe,Overdue / Order Now
595,396,7,4,85,30,63,Safe,Sufficient Stock
596,396,7,5,85,30,63,Safe,Sufficient Stock
597,396,7,6,46,30,63,Safe,Overdue / Order Now
598,396,8,4,44,39,67,Safe,Overdue / Order Now
599,396,8,5,69,39,67,Safe,Sufficient Stock
600,396,8,6,102,39,67,Safe,Sufficient Stock
601,396,9,4,160,98,149,Safe,Sufficient Stock
602,396,9,5,209,98,149,Safe,Sufficient Stock
603,396,9,6,155,98,149,Safe,Sufficient Stock
604,396,10,4,22,18,28,Safe,Overdue / Order Now
605,396,10,5,35,18,28,Safe,Sufficient Stock
606,396,10,6,26,18,28,Safe,Overdue / Order Now
607,396,11,4,26,14,21,Safe,Sufficient Stock
608,396,11,5,34,14,21,Safe,Sufficient Stock
609,396,11,6,24,14,21,Safe,Sufficient Stock
610,396,12,4,60,21,43,Safe,Sufficient Stock
611,396,12,5,55,21,43,Safe,Sufficient Stock
612,396,12,6,35,21,43,Safe,Overdue / Order Now
613,396,13,4,56,36,74,Safe,Overdue / Order Now
614,396,13,5,113,36,74,Safe,Sufficient Stock
615,396,13,6,50,36,74,Safe,Overdue / Order Now
616,396,14,4,24,11,22,Safe,Sufficient Stock
617,396,14,5,17,11,22,Safe,Overdue / Order Now
618,396,14,6,14,11,22,Safe,Overdue / Order Now
619,396,15,4,139,98,170,Safe,Overdue / Order Now
620,396,15,5,218,98,170,Safe,Sufficient Stock
621,396,15,6,147,98,170,Safe,Overdue / Order Now
622,396,16,4,163,122,158,Safe,Sufficient Stock
623,396,16,5,207,122,158,Safe,Sufficient Stock
624,396,16,6,164,122,158,Safe,Sufficient Stock
625,425,1,4,72,55,98,Safe,Overdue / Order Now
626,425,1,5,90,55,98,Safe,Overdue / Order Now
627,425,1,6,81,55,98,Safe,Overdue / Order Now
628,425,2,4,94,86,109,Warning,Overdue / Order Now
629,425,2,5,100,86,109,Safe,Overdue / Order Now
630,425,2,6,95,86,109,Safe,Overdue / Order Now
631,425,3,4,63,39,70,Safe,Overdue / Order Now
632,425,3,5,81,39,70,Safe,Sufficient Stock
633,425,3,6,83,39,70,Safe,Sufficient Stock
634,425,4,4,117,88,139,Safe,Overdue / Order Now
635,425,4,5,130,88,139,Safe,Overdue / Order Now
636,425,4,6,208,88,139,Safe,Sufficient Stock
637,425,5,4,138,75,167,Safe,Overdue / Order Now
638,425,5,5,164,75,167,Safe,Overdue / Order Now
639,425,5,6,218,75,167,Safe,Sufficient Stock
640,425,6,4,175,108,198,Safe,Overdue / Order Now
641,425,6,5,132,108,198,Safe,Overdue / Order Now
642,425,6,6,285,108,198,Safe,Sufficient Stock
643,425,7,4,101,57,107,Safe,Overdue / Order Now
644,425,7,5,78,57,107,Safe,Overdue / Order Now
645,425,7,6,99,57,107,Safe,Overdue / Order Now
646,425,8,4,79,53,73,Safe,Sufficient Stock
647,425,8,5,49,53,73,Critical,Overdue / Order Now
648,425,8,6,65,53,73,Safe,Overdue / Order Now
649,425,9,4,45,37,71,Safe,Overdue / Order Now
650,425,9,5,62,37,71,Safe,Overdue / Order Now
651,425,9,6,54,37,71,Safe,Overdue / Order Now
652,425,10,4,38,15,20,Safe,Sufficient Stock
653,425,10,5,23,15,20,Safe,Sufficient Stock
654,425,10,6,30,15,20,Safe,Sufficient Stock
655,425,11,4,14,10,13,Safe,Sufficient Stock
656,425,11,5,19,10,13,Safe,Sufficient Stock
657,425,11,6,13,10,13,Safe,Reorder Point Reached
658,425,12,4,46,25,44,Safe,Sufficient Stock
659,425,12,5,57,25,44,Safe,Sufficient Stock
660,425,12,6,27,25,44,Warning,Overdue / Order Now
661,425,13,4,28,26,38,Warning,Overdue / Order Now
662,425,13,5,32,26,38,Safe,Overdue / Order Now
663,425,13,6,30,26,38,Safe,Overdue / Order Now
664,425,14,4,41,25,35,Safe,Sufficient Stock
665,425,14,5,36,25,35,Safe,Sufficient Stock
666,425,14,6,42,25,35,Safe,Sufficient Stock
667,425,15,4,521,240,342,Safe,Sufficient Stock
668,425,15,5,372,240,342,Safe,Sufficient Stock
669,425,15,6,297,240,342,Safe,Overdue / Order Now
670,425,16,4,263,182,404,Safe,Overdue / Order Now
671,425,16,5,308,182,404,Safe,Overdue / Order Now
672,425,16,6,427,182,404,Safe,Sufficient Stock
673,456,1,4,157,84,161,Safe,Overdue / Order Now
674,456,1,5,165,84,161,Safe,Sufficient Stock
675,456,1,6,207,84,161,Safe,Sufficient Stock
676,456,2,4,89,49,88,Safe,Sufficient Stock
677,456,2,5,127,49,88,Safe,Sufficient Stock
678,456,2,6,114,49,88,Safe,Sufficient Stock
679,456,3,4,151,90,131,Safe,Sufficient Stock
680,456,3,5,150,90,131,Safe,Sufficient Stock
681,456,3,6,128,90,131,Safe,Overdue / Order Now
682,456,4,4,294,99,217,Safe,Sufficient Stock
683,456,4,5,257,99,217,Safe,Sufficient Stock
684,456,4,6,230,99,217,Safe,Sufficient Stock
685,456,5,4,143,93,158,Safe,Overdue / Order Now
686,456,5,5,170,93,158,Safe,Sufficient Stock
687,456,5,6,163,93,158,Safe,Sufficient Stock
688,456,6,4,116,77,110,Safe,Sufficient Stock
689,456,6,5,181,77,110,Safe,Sufficient Stock
690,456,6,6,136,77,110,Safe,Sufficient Stock
691,456,7,4,49,24,29,Safe,Sufficient Stock
692,456,7,5,35,24,29,Safe,Sufficient Stock
693,456,7,6,26,24,29,Warning,Overdue / Order Now
694,456,8,4,37,33,67,Safe,Overdue / Order Now
695,456,8,5,48,33,67,Safe,Overdue / Order Now
696,456,8,6,44,33,67,Safe,Overdue / Order Now
697,456,9,4,103,48,99,Safe,Sufficient Stock
698,456,9,5,92,48,99,Safe,Overdue / Order Now
699,456,9,6,133,48,99,Safe,Sufficient Stock
700,456,10,4,43,30,46,Safe,Overdue / Order Now
701,456,10,5,61,30,46,Safe,Sufficient Stock
702,456,10,6,36,30,46,Safe,Overdue / Order Now
703,456,11,4,60,45,96,Safe,Overdue / Order Now
704,456,11,5,74,45,96,Safe,Overdue / Order Now
705,456,11,6,86,45,96,Safe,Overdue / Order Now
706,456,12,4,33,27,51,Safe,Overdue / Order Now
707,456,12,5,34,27,51,Safe,Overdue / Order Now
708,456,12,6,49,27,51,Safe,Overdue / Order Now
709,456,13,4,55,29,53,Safe,Sufficient Stock
710,456,13,5,32,29,53,Safe,Overdue / Order Now
711,456,13,6,35,29,53,Safe,Overdue / Order Now
712,456,14,4,18,16,28,Safe,Overdue / Order Now
713,456,14,5,28,16,28,Safe,Reorder Point Reached
714,456,14,6,17,16,28,Warning,Overdue / Order Now
715,456,15,4,330,135,243,Safe,Sufficient Stock
716,456,15,5,169,135,243,Safe,Overdue / Order Now
717,456,15,6,220,135,243,Safe,Overdue / Order Now
718,456,16,4,376,195,424,Safe,Overdue / Order Now
719,456,16,5,254,195,424,Safe,Overdue / Order Now
720,456,16,6,417,195,424,Safe,Overdue / Order Now
721,486,1,4,55,39,54,Safe,Sufficient Stock
722,486,1,5,77,39,54,Safe,Sufficient Stock
723,486,1,6,86,39,54,Safe,Sufficient Stock
724,486,2,4,103,100,168,Warning,Overdue / Order Now
725,486,2,5,222,100,168,Safe,Sufficient Stock
726,486,2,6,102,100,168,Warning,Overdue / Order Now
727,486,3,4,276,134,183,Safe,Sufficient Stock
728,486,3,5,269,134,183,Safe,Sufficient Stock
729,486,3,6,163,134,183,Safe,Overdue / Order Now
730,486,4,4,296,132,238,Safe,Sufficient Stock
731,486,4,5,132,132,238,Warning,Overdue / Order Now
732,486,4,6,288,132,238,Safe,Sufficient Stock
733,486,5,4,179,140,182,Safe,Overdue / Order Now
734,486,5,5,249,140,182,Safe,Sufficient Stock
735,486,5,6,118,140,182,Critical,Overdue / Order Now
736,486,6,4,85,63,104,Safe,Overdue / Order Now
737,486,6,5,105,63,104,Safe,Sufficient Stock
738,486,6,6,182,63,104,Safe,Sufficient Stock
739,486,7,4,63,52,87,Safe,Overdue / Order Now
740,486,7,5,123,52,87,Safe,Sufficient Stock
741,486,7,6,84,52,87,Safe,Overdue / Order Now
742,486,8,4,166,54,112,Safe,Sufficient Stock
743,486,8,5,149,54,112,Safe,Sufficient Stock
744,486,8,6,124,54,112,Safe,Sufficient Stock
745,486,9,4,136,50,111,Safe,Sufficient Stock
746,486,9,5,91,50,111,Safe,Overdue / Order Now
747,486,9,6,121,50,111,Safe,Sufficient Stock
748,486,10,4,49,38,67,Safe,Overdue / Order Now
749,486,10,5,69,38,67,Safe,Sufficient Stock
750,486,10,6,75,38,67,Safe,Sufficient Stock
751,486,11,4,45,21,36,Safe,Sufficient Stock
752,486,11,5,43,21,36,Safe,Sufficient Stock
753,486,11,6,24,21,36,Safe,Overdue / Order Now
754,486,12,4,23,8,16,Safe,Sufficient Stock
755,486,12,5,14,8,16,Safe,Overdue / Order Now
756,486,12,6,13,8,16,Safe,Overdue / Order Now
757,486,13,4,51,19,39,Safe,Sufficient Stock
758,486,13,5,52,19,39,Safe,Sufficient Stock
759,486,13,6,45,19,39,Safe,Sufficient Stock
760,486,14,4,28,16,30,Safe,Overdue / Order Now
761,486,14,5,31,16,30,Safe,Sufficient Stock
762,486,14,6,31,16,30,Safe,Sufficient Stock
763,486,15,4,176,174,234,Warning,Overdue / Order Now
764,486,15,5,413,174,234,Safe,Sufficient Stock
765,486,15,6,180,174,234,Warning,Overdue / Order Now
766,486,16,4,364,138,291,Safe,Sufficient Stock
767,486,16,5,355,138,291,Safe,Sufficient Stock
768,486,16,6,334,138,291,Safe,Sufficient Stock
769,517,1,4,147,78,101,Safe,Sufficient Stock
770,517,1,5,82,78,101,Warning,Overdue / Order Now
771,517,1,6,107,78,101,Safe,Sufficient Stock
772,517,2,4,111,54,80,Safe,Sufficient Stock
773,517,2,5,108,54,80,Safe,Sufficient Stock
774,517,2,6,59,54,80,Warning,Overdue / Order Now
775,517,3,4,39,32,64,Safe,Overdue / Order Now
776,517,3,5,47,32,64,Safe,Overdue / Order Now
777,517,3,6,65,32,64,Safe,Sufficient Stock
778,517,4,4,94,102,128,Critical,Overdue / Order Now
779,517,4,5,124,102,128,Safe,Overdue / Order Now
780,517,4,6,187,102,128,Safe,Sufficient Stock
781,517,5,4,106,76,138,Safe,Overdue / Order Now
782,517,5,5,156,76,138,Safe,Sufficient Stock
783,517,5,6,91,76,138,Safe,Overdue / Order Now
784,517,6,4,57,41,89,Safe,Overdue / Order Now
785,517,6,5,77,41,89,Safe,Overdue / Order Now
786,517,6,6,86,41,89,Safe,Overdue / Order Now
787,517,7,4,73,57,74,Safe,Overdue / Order Now
788,517,7,5,65,57,74,Safe,Overdue / Order Now
789,517,7,6,78,57,74,Safe,Sufficient Stock
790,517,8,4,59,25,41,Safe,Sufficient Stock
791,517,8,5,39,25,41,Safe,Overdue / Order Now
792,517,8,6,42,25,41,Safe,Sufficient Stock
793,517,9,4,113,63,99,Safe,Sufficient Stock
794,517,9,5,100,63,99,Safe,Sufficient Stock
795,517,9,6,103,63,99,Safe,Sufficient Stock
796,517,10,4,55,24,47,Safe,Sufficient Stock
797,517,10,5,38,24,47,Safe,Overdue / Order Now
798,517,10,6,32,24,47,Safe,Overdue / Order Now
799,517,11,4,23,8,13,Safe,Sufficient Stock
800,517,11,5,19,8,13,Safe,Sufficient Stock
801,517,11,6,20,8,13,Safe,Sufficient Stock
802,517,12,4,28,15,24,Safe,Sufficient Stock
803,517,12,5,28,15,24,Safe,Sufficient Stock
804,517,12,6,20,15,24,Safe,Overdue / Order Now
805,517,13,4,31,27,33,Safe,Overdue / Order Now
806,517,13,5,24,27,33,Critical,Overdue / Order Now
807,517,13,6,51,27,33,Safe,Sufficient Stock
808,517,14,4,33,18,34,Safe,Overdue / Order Now
809,517,14,5,31,18,34,Safe,Overdue / Order Now
810,517,14,6,33,18,34,Safe,Overdue / Order Now
811,517,15,4,393,243,297,Safe,Sufficient Stock
812,517,15,5,325,243,297,Safe,Sufficient Stock
813,517,15,6,235,243,297,Critical,Overdue / Order Now
814,517,16,4,286,200,275,Safe,Sufficient Stock
815,517,16,5,465,200,275,Safe,Sufficient Stock
816,517,16,6,373,200,275,Safe,Sufficient Stock
817,547,1,4,99,42,92,Safe,Sufficient Stock
818,547,1,5,106,42,92,Safe,Sufficient Stock
819,547,1,6,111,42,92,Safe,Sufficient Stock
820,547,2,4,96,65,86,Safe,Sufficient Stock
821,547,2,5,84,65,86,Safe,Overdue / Order Now
822,547,2,6,104,65,86,Safe,Sufficient Stock
823,547,3,4,178,83,176,Safe,Sufficient Stock
824,547,3,5,123,83,176,Safe,Overdue / Order Now
825,547,3,6,238,83,176,Safe,Sufficient Stock
826,547,4,4,124,80,145,Safe,Overdue / Order Now
827,547,4,5,80,80,145,Warning,Overdue / Order Now
828,547,4,6,189,80,145,Safe,Sufficient Stock
829,547,5,4,216,99,205,Safe,Sufficient Stock
830,547,5,5,153,99,205,Safe,Overdue / Order Now
831,547,5,6,183,99,205,Safe,Overdue / Order Now
832,547,6,4,139,82,106,Safe,Sufficient Stock
833,547,6,5,91,82,106,Safe,Overdue / Order Now
834,547,6,6,166,82,106,Safe,Sufficient Stock
835,547,7,4,85,43,75,Safe,Sufficient Stock
836,547,7,5,118,43,75,Safe,Sufficient Stock
837,547,7,6,126,43,75,Safe,Sufficient Stock
838,547,8,4,67,62,96,Warning,Overdue / Order Now
839,547,8,5,97,62,96,Safe,Sufficient Stock
840,547,8,6,126,62,96,Safe,Sufficient Stock
841,547,9,4,52,47,78,Safe,Overdue / Order Now
842,547,9,5,81,47,78,Safe,Sufficient Stock
843,547,9,6,72,47,78,Safe,Overdue / Order Now
844,547,10,4,32,13,31,Safe,Sufficient Stock
845,547,10,5,40,13,31,Safe,Sufficient Stock
846,547,10,6,40,13,31,Safe,Sufficient Stock
847,547,11,4,89,36,78,Safe,Sufficient Stock
848,547,11,5,76,36,78,Safe,Overdue / Order Now
849,547,11,6,40,36,78,Safe,Overdue / Order Now
850,547,12,4,44,30,44,Safe,Reorder Point Reached
851,547,12,5,79,30,44,Safe,Sufficient Stock
852,547,12,6,72,30,44,Safe,Sufficient Stock
853,547,13,4,43,15,35,Safe,Sufficient Stock
854,547,13,5,37,15,35,Safe,Sufficient Stock
855,547,13,6,35,15,35,Safe,Reorder Point Reached
856,547,14,4,36,29,58,Safe,Overdue / Order Now
857,547,14,5,82,29,58,Safe,Sufficient Stock
858,547,14,6,35,29,58,Safe,Overdue / Order Now
859,547,15,4,144,150,258,Critical,Overdue / Order Now
860,547,15,5,297,150,258,Safe,Sufficient Stock
861,547,15,6,208,150,258,Safe,Overdue / Order Now
862,547,16,4,153,144,194,Warning,Overdue / Order Now
863,547,16,5,177,144,194,Safe,Overdue / Order Now
864,547,16,6,183,144,194,Safe,Overdue / Order Now
865,578,1,4,192,84,169,Safe,Sufficient Stock
866,578,1,5,119,84,169,Safe,Overdue / Order Now
867,578,1,6,138,84,169,Safe,Overdue / Order Now
868,578,2,4,189,88,131,Safe,Sufficient Stock
869,578,2,5,158,88,131,Safe,Sufficient Stock
870,578,2,6,102,88,131,Safe,Overdue / Order Now
871,578,3,4,187,169,262,Safe,Overdue / Order Now
872,578,3,5,183,169,262,Warning,Overdue / Order Now
873,578,3,6,332,169,262,Safe,Sufficient Stock
874,578,4,4,151,86,179,Safe,Overdue / Order Now
875,578,4,5,217,86,179,Safe,Sufficient Stock
876,578,4,6,119,86,179,Safe,Overdue / Order Now
877,578,5,4,256,136,244,Safe,Sufficient Stock
878,578,5,5,278,136,244,Safe,Sufficient Stock
879,578,5,6,176,136,244,Safe,Overdue / Order Now
880,578,6,4,248,119,204,Safe,Sufficient Stock
881,578,6,5,304,119,204,Safe,Sufficient Stock
882,578,6,6,270,119,204,Safe,Sufficient Stock
883,578,7,4,59,54,69,Warning,Overdue / Order Now
884,578,7,5,49,54,69,Critical,Overdue / Order Now
885,578,7,6,73,54,69,Safe,Sufficient Stock
886,578,8,4,107,41,73,Safe,Sufficient Stock
887,578,8,5,91,41,73,Safe,Sufficient Stock
888,578,8,6,89,41,73,Safe,Sufficient Stock
889,578,9,4,87,38,60,Safe,Sufficient Stock
890,578,9,5,61,38,60,Safe,Sufficient Stock
891,578,9,6,42,38,60,Safe,Overdue / Order Now
892,578,10,4,87,39,54,Safe,Sufficient Stock
893,578,10,5,46,39,54,Safe,Overdue / Order Now
894,578,10,6,67,39,54,Safe,Sufficient Stock
895,578,11,4,48,19,34,Safe,Sufficient Stock
896,578,11,5,56,19,34,Safe,Sufficient Stock
897,578,11,6,62,19,34,Safe,Sufficient Stock
898,578,12,4,19,12,29,Safe,Overdue / Order Now
899,578,12,5,34,12,29,Safe,Sufficient Stock
900,578,12,6,29,12,29,Safe,Reorder Point Reached
901,578,13,4,26,22,34,Safe,Overdue / Order Now
902,578,13,5,45,22,34,Safe,Sufficient Stock
903,578,13,6,42,22,34,Safe,Sufficient Stock
904,578,14,4,19,12,20,Safe,Overdue / Order Now
905,578,14,5,27,12,20,Safe,Sufficient Stock
906,578,14,6,20,12,20,Safe,Reorder Point Reached
907,578,15,4,220,85,170,Safe,Sufficient Stock
908,578,15,5,165,85,170,Safe,Overdue / Order Now
909,578,15,6,145,85,170,Safe,Overdue / Order Now
910,578,16,4,240,154,342,Safe,Overdue / Order Now
911,578,16,5,270,154,342,Safe,Overdue / Order Now
912,578,16,6,465,154,342,Safe,Sufficient Stock
913,609,1,4,127,80,111,Safe,Sufficient Stock
914,609,1,5,213,80,111,Safe,Sufficient Stock
915,609,1,6,183,80,111,Safe,Sufficient Stock
916,609,2,4,116,86,165,Safe,Overdue / Order Now
917,609,2,5,218,86,165,Safe,Sufficient Stock
918,609,2,6,230,86,165,Safe,Sufficient Stock
919,609,3,4,209,119,156,Safe,Sufficient Stock
920,609,3,5,116,119,156,Critical,Overdue / Order Now
921,609,3,6,221,119,156,Safe,Sufficient Stock
922,609,4,4,84,46,88,Safe,Overdue / Order Now
923,609,4,5,112,46,88,Safe,Sufficient Stock
924,609,4,6,86,46,88,Safe,Overdue / Order Now
925,609,5,4,157,59,150,Safe,Sufficient Stock
926,609,5,5,141,59,150,Safe,Overdue / Order Now
927,609,5,6,142,59,150,Safe,Overdue / Order Now
928,609,6,4,88,51,81,Safe,Sufficient Stock
929,609,6,5,59,51,81,Safe,Overdue / Order Now
930,609,6,6,118,51,81,Safe,Sufficient Stock
931,609,7,4,95,36,80,Safe,Sufficient Stock
932,609,7,5,62,36,80,Safe,Overdue / Order Now
933,609,7,6,93,36,80,Safe,Sufficient Stock
934,609,8,4,68,33,47,Safe,Sufficient Stock
935,609,8,5,34,33,47,Warning,Overdue / Order Now
936,609,8,6,34,33,47,Warning,Overdue / Order Now
937,609,9,4,30,24,32,Safe,Overdue / Order Now
938,609,9,5,45,24,32,Safe,Sufficient Stock
939,609,9,6,50,24,32,Safe,Sufficient Stock
940,609,10,4,50,17,28,Safe,Sufficient Stock
941,609,10,5,39,17,28,Safe,Sufficient Stock
942,609,10,6,56,17,28,Safe,Sufficient Stock
943,609,11,4,28,20,27,Safe,Sufficient Stock
944,609,11,5,52,20,27,Safe,Sufficient Stock
945,609,11,6,32,20,27,Safe,Sufficient Stock
946,609,12,4,42,44,57,Critical,Overdue / Order Now
947,609,12,5,61,44,57,Safe,Sufficient Stock
948,609,12,6,55,44,57,Safe,Overdue / Order Now
949,609,13,4,32,17,28,Safe,Sufficient Stock
950,609,13,5,43,17,28,Safe,Sufficient Stock
951,609,13,6,36,17,28,Safe,Sufficient Stock
952,609,14,4,97,38,62,Safe,Sufficient Stock
953,609,14,5,61,38,62,Safe,Overdue / Order Now
954,609,14,6,56,38,62,Safe,Overdue / Order Now
955,609,15,4,282,130,251,Safe,Sufficient Stock
956,609,15,5,266,130,251,Safe,Sufficient Stock
957,609,15,6,307,130,251,Safe,Sufficient Stock
958,609,16,4,171,125,220,Safe,Overdue / Order Now
959,609,16,5,230,125,220,Safe,Sufficient Stock
960,609,16,6,392,125,220,Safe,Sufficient Stock
961,639,1,4,178,69,156,Safe,Sufficient Stock
962,639,1,5,89,69,156,Safe,Overdue / Order Now
963,639,1,6,146,69,156,Safe,Overdue / Order Now
964,639,2,4,168,70,138,Safe,Sufficient Stock
965,639,2,5,174,70,138,Safe,Sufficient Stock
966,639,2,6,155,70,138,Safe,Sufficient Stock
967,639,3,4,243,130,207,Safe,Sufficient Stock
968,639,3,5,190,130,207,Safe,Overdue / Order Now
969,639,3,6,263,130,207,Safe,Sufficient Stock
970,639,4,4,158,61,113,Safe,Sufficient Stock
971,639,4,5,92,61,113,Safe,Overdue / Order Now
972,639,4,6,132,61,113,Safe,Sufficient Stock
973,639,5,4,56,27,46,Safe,Sufficient Stock
974,639,5,5,62,27,46,Safe,Sufficient Stock
975,639,5,6,46,27,46,Safe,Reorder Point Reached
976,639,6,4,206,120,140,Safe,Sufficient Stock
977,639,6,5,169,120,140,Safe,Sufficient Stock
978,639,6,6,222,120,140,Safe,Sufficient Stock
979,639,7,4,65,46,52,Safe,Sufficient Stock
980,639,7,5,97,46,52,Safe,Sufficient Stock
981,639,7,6,44,46,52,Critical,Overdue / Order Now
982,639,8,4,91,46,95,Safe,Overdue / Order Now
983,639,8,5,72,46,95,Safe,Overdue / Order Now
984,639,8,6,69,46,95,Safe,Overdue / Order Now
985,639,9,4,143,57,149,Safe,Overdue / Order Now
986,639,9,5,131,57,149,Safe,Overdue / Order Now
987,639,9,6,179,57,149,Safe,Sufficient Stock
988,639,10,4,30,17,30,Safe,Reorder Point Reached
989,639,10,5,25,17,30,Safe,Overdue / Order Now
990,639,10,6,37,17,30,Safe,Sufficient Stock
991,639,11,4,65,37,53,Safe,Sufficient Stock
992,639,11,5,48,37,53,Safe,Overdue / Order Now
993,639,11,6,60,37,53,Safe,Sufficient Stock
994,639,12,4,27,14,18,Safe,Sufficient Stock
995,639,12,5,36,14,18,Safe,Sufficient Stock
996,639,12,6,19,14,18,Safe,Sufficient Stock
997,639,13,4,15,11,17,Safe,Overdue / Order Now
998,639,13,5,22,11,17,Safe,Sufficient Stock
999,639,13,6,22,11,17,Safe,Sufficient Stock
1000,639,14,4,45,19,32,Safe,Sufficient Stock
1001,639,14,5,23,19,32,Safe,Overdue / Order Now
1002,639,14,6,46,19,32,Safe,Sufficient Stock
1003,639,15,4,523,206,266,Safe,Sufficient Stock
1004,639,15,5,444,206,266,Safe,Sufficient Stock
1005,639,15,6,338,206,266,Safe,Sufficient Stock
1006,639,16,4,380,318,422,Safe,Overdue / Order Now
1007,639,16,5,451,318,422,Safe,Sufficient Stock
1008,639,16,6,541,318,422,Safe,Sufficient Stock
1009,670,1,4,436,163,326,Safe,Sufficient Stock
1010,670,1,5,391,163,326,Safe,Sufficient Stock
1011,670,1,6,307,163,326,Safe,Overdue / Order Now
1012,670,2,4,325,204,314,Safe,Sufficient Stock
1013,670,2,5,243,204,314,Safe,Overdue / Order Now
1014,670,2,6,264,204,314,Safe,Overdue / Order Now
